question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,explanation
500,single,ボイラーの構造に関する知識,附属品・計測器,蒸気配管にドレン抜きを設ける理由として、適切なものは次のうちどれか。,,,,,,復水を排出しウォータハンマを防ぐため。,燃料を霧化するため。,給水を軟化するため。,圧力計を保護しないため。,煙突を支えるため。,1,蒸気配管中の復水はウォータハンマの原因となる。
501,single,ボイラーの取扱いに関する知識,点火・たき始め,点火前に水位を確認する理由として、適切なものは次のうちどれか。,,,,,,低水位のまま加熱する危険を避けるため。,燃料の硫黄を除くため。,排ガスを分析するため。,煙突を冷やすため。,検査証を更新するため。,1,点火前水位確認は低水位事故防止の基本である。
502,single,ボイラーの取扱いに関する知識,点火・たき始め,点火後に火炎が安定しない場合の対応として、適切なものは次のうちどれか。,,,,,,燃料圧、空気量、バーナ状態を確認する。,安全装置を無効にする。,燃料だけを増やす。,換気を止める。,水位を見ない。,1,火炎不安定は燃料・空気・霧化・通風の異常が原因になり得る。
503,single,ボイラーの取扱いに関する知識,水位・低水位,水面計の水位が動かない場合に疑うこととして、適切なものは次のうちどれか。,,,,,,連絡管やコックの閉塞。,燃料発熱量の増加。,安全弁の増設。,煙突高さの不足だけ。,検査証の汚れだけ。,1,水位変化が見えない場合は閉塞などによる誤表示を疑う。
504,single,ボイラーの取扱いに関する知識,水位・低水位,低水位事故を防ぐ日常管理として、適切なものは次のうちどれか。,,,,,,水面計、給水装置、低水位警報を確認する。,水位を見ない。,給水弁を閉じたままにする。,警報を切る。,燃焼量だけを上げる。,1,低水位防止には水位確認、給水機能、安全装置の維持が必要である。
505,single,ボイラーの取扱いに関する知識,吹出し・水管理,吹出しの前後で水位を確認する理由として、適切なものは次のうちどれか。,,,,,,急激な水位低下を防ぐため。,燃料を加熱するため。,安全弁を閉じるため。,排ガスを脱硫するため。,煙突を洗浄するため。,1,吹出しはボイラー水を排出するため水位低下に注意する。
506,single,ボイラーの取扱いに関する知識,吹出し・水管理,ボイラー水の濃縮管理が不適切な場合に起こり得ることとして、適切なものは次のうちどれか。,,,,,,スケール、泡立ち、キャリオーバ。,燃料の完全脱硫。,安全弁の不要化。,通風の自動停止。,水位確認の不要化。,1,水質濃度の管理不良は各種水側障害につながる。
507,single,ボイラーの取扱いに関する知識,水処理・スケール・腐食,給水中の硬度成分を放置すると起こり得ることとして、適切なものは次のうちどれか。,,,,,,スケール付着。,燃料霧化改善。,排ガス酸素低下。,安全弁の自動調整。,水面計照明の改善。,1,硬度成分は加熱によりスケールとなることがある。
508,single,ボイラーの取扱いに関する知識,水処理・スケール・腐食,腐食を防ぐ水管理として、適切なものは次のうちどれか。,,,,,,溶存酸素やpHを適正に管理する。,酸素を多く溶かす。,pHを全く見ない。,スケールを増やす。,吹出しを永久にしない。,1,腐食防止には脱酸素、pH、濃度管理などが関係する。
509,single,ボイラーの取扱いに関する知識,キャリオーバ・スートブロー,キャリオーバ防止策として、適切なものは次のうちどれか。,,,,,,適正水位と水質濃度を保つ。,常に高水位にする。,吹出しを全く行わない。,燃料だけを増やす。,水面計を閉じる。,1,高水位や濃縮、泡立ちはキャリオーバ原因となる。
510,single,ボイラーの取扱いに関する知識,キャリオーバ・スートブロー,スートブローを行う主目的として、適切なものは次のうちどれか。,,,,,,伝熱面に付着したすすを除去する。,ボイラー水を軟化する。,安全弁を調整する。,検査証を更新する。,燃料を貯蔵する。,1,スートブローは燃焼ガス側のすすを除去し、伝熱を保つ。
511,single,ボイラーの取扱いに関する知識,保存・停止・清掃,停止後の冷却を急ぎすぎることが適切でない理由として、適切なものは次のうちどれか。,,,,,,熱応力による損傷を避けるため。,燃料を増やすため。,水質を悪化させるため。,安全弁を閉じるため。,通風を止めるため。,1,急冷は部材に大きな温度差を生じさせる。
512,single,ボイラーの取扱いに関する知識,保存・停止・清掃,内部清掃でスラッジを除去する理由として、適切なものは次のうちどれか。,,,,,,腐食や伝熱障害を防ぐため。,燃料を霧化するため。,排ガスを分析するため。,安全弁を固定するため。,水面計を隠すため。,1,スラッジ堆積は腐食や過熱障害につながる。
513,single,ボイラーの取扱いに関する知識,燃焼安全装置,異常消火時に直ちに再点火してはならない理由として、適切なものは次のうちどれか。,,,,,,未燃燃料やガスが残っているおそれがあるため。,水位が必ず高いから。,給水硬度が下がるから。,安全弁が増えるから。,検査証が消えるから。,1,失火後は燃料遮断、換気、原因確認が必要である。
514,single,ボイラーの取扱いに関する知識,燃焼安全装置,プレパージ不足の危険として、適切なものは次のうちどれか。,,,,,,炉内の未燃ガス爆発。,給水硬度低下。,水面計照明改善。,安全弁の正常増加。,煙突高さ上昇。,1,プレパージ不足では未燃ガスが残り点火時に危険である。
515,single,ボイラーの取扱いに関する知識,異常時対応,圧力計が異常を示す場合の対応として、適切なものは次のうちどれか。,,,,,,他の状況と照合し、安全側に運転を調整する。,必ず無視する。,指針を固定する。,燃料を最大にする。,水位を見ない。,1,圧力計異常は過圧や誤操作につながるため確認が必要である。
516,single,ボイラーの取扱いに関する知識,異常時対応,給水ポンプから異音がする場合に疑うものとして、適切なものは次のうちどれか。,,,,,,キャビテーションや軸受異常。,燃料の完全燃焼。,検査証更新。,水面計照明。,煙突の塗色。,1,ポンプ異音はキャビテーション、空気かみ、軸受異常などの兆候である。
